PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Effective_Price,Spend_USD,Period,NAICS6,EF_kg_per_USD,EF_missing_initial,EF_imputed,Emissions_tCO2e,Method,Data_Quality
PO-00334,Alpha_Inc,2023-09-02,2023-09-04,Packaging,Delivered,1784,85.01,76.69,37.0,Yes,76.69,136814.96,2023,322211,0.49,False,False,67.0393304,Spend-based,Secondary
PO-00335,Delta_Logistics,2022-03-11,,Raw Materials,Delivered,1893,55.8,52.35,,Yes,52.35,99098.55,2022,325199,1.51,False,False,149.6388105,Spend-based,Secondary
PO-00342,Beta_Supplies,2023-08-16,2023-08-30,MRO,Delivered,690,22.47,21.94,77.0,Yes,21.94,15138.6,2023,333999,0.26,False,False,3.936036,Spend-based,Secondary
PO-00344,Delta_Logistics,2022-02-10,2022-02-28,Electronics,Delivered,522,66.83,58.01,74.0,Yes,58.01,30281.219999999998,2022,334111,0.112,False,False,3.3914966399999997,Spend-based,Secondary
PO-00345,Delta_Logistics,2023-09-27,2023-10-06,Electronics,Delivered,200,44.16,43.13,21.0,Yes,43.13,8626.0,2023,334111,0.112,False,False,0.966112,Spend-based,Secondary
PO-00346,Gamma_Co,2022-03-25,2022-04-03,Packaging,Delivered,1488,22.76,21.99,,Yes,21.99,32721.12,2022,322211,0.49,False,False,16.0333488,Spend-based,Secondary
PO-00347,Epsilon_Group,2023-03-06,2023-03-16,Electronics,Delivered,1371,87.16,78.13,43.0,Yes,78.13,107116.23,2023,334111,0.112,False,False,11.99701776,Spend-based,Secondary
PO-00348,Alpha_Inc,2023-11-05,,Office Supplies,Delivered,1684,73.05,62.53,,Yes,62.53,105300.52,2023,453210,0.163,False,False,17.16398476,Spend-based,Secondary
PO-00349,Epsilon_Group,2023-08-21,2023-08-27,Electronics,Delivered,312,63.52,58.09,,Yes,58.09,18124.08,2023,334111,0.112,False,False,2.0298969600000003,Spend-based,Secondary
PO-00351,Beta_Supplies,2023-06-20,2023-06-23,MRO,Delivered,193,87.86,81.74,21.0,Yes,81.74,15775.82,2023,333999,0.26,False,False,4.1017132,Spend-based,Secondary
PO-00352,Beta_Supplies,2022-11-20,2022-11-21,Electronics,Delivered,395,24.83,23.96,31.0,Yes,23.96,9464.2,2022,334111,0.112,False,False,1.0599904000000002,Spend-based,Secondary
PO-00355,Gamma_Co,2023-11-17,2023-11-23,Packaging,Delivered,1645,85.42,80.78,73.0,No,80.78,132883.1,2023,322211,0.49,False,False,65.112719,Spend-based,Secondary
PO-00356,Alpha_Inc,2022-11-18,2022-11-29,Electronics,Delivered,930,13.67,11.95,16.0,Yes,11.95,11113.5,2022,334111,0.112,False,False,1.244712,Spend-based,Secondary
PO-00357,Alpha_Inc,2022-09-02,2022-09-21,Office Supplies,Delivered,51,63.74,56.1,0.0,Yes,56.1,2861.1,2022,453210,0.163,False,False,0.46635930000000003,Spend-based,Secondary
PO-00358,Gamma_Co,2022-09-29,2022-10-01,Packaging,Delivered,946,81.77,71.65,55.0,Yes,71.65,67780.90000000001,2022,322211,0.49,False,False,33.212641000000005,Spend-based,Secondary
PO-00359,Epsilon_Group,2023-02-10,2023-03-02,Raw Materials,Partially Delivered,1377,94.69,84.2,,Yes,84.2,115943.40000000001,2023,325199,1.51,False,False,175.07453400000003,Spend-based,Secondary
PO-00361,Alpha_Inc,2023-11-19,2023-12-03,Raw Materials,Delivered,1725,93.14,79.62,24.0,Yes,79.62,137344.5,2023,325199,1.51,False,False,207.390195,Spend-based,Secondary
PO-00363,Gamma_Co,2022-11-04,2022-11-11,Packaging,Delivered,1110,90.49,80.03,61.0,Yes,80.03,88833.3,2022,322211,0.49,False,False,43.528317,Spend-based,Secondary
PO-00364,Alpha_Inc,2023-04-14,2023-04-18,Packaging,Delivered,1233,23.08,20.57,,Yes,20.57,25362.81,2023,322211,0.49,False,False,12.427776900000001,Spend-based,Secondary
PO-00365,Beta_Supplies,2022-11-20,2022-11-24,Office Supplies,Delivered,1064,48.04,43.6,94.0,Yes,43.6,46390.4,2022,453210,0.163,False,False,7.5616352000000004,Spend-based,Secondary
PO-00366,Epsilon_Group,2022-03-16,2022-04-04,Packaging,Partially Delivered,58,82.57,76.55,,Yes,76.55,4439.9,2022,322211,0.49,False,False,2.175551,Spend-based,Secondary
PO-00367,Beta_Supplies,2022-01-10,2022-01-20,MRO,Delivered,1306,23.49,20.17,116.0,No,20.17,26342.02,2022,333999,0.26,False,False,6.848925200000001,Spend-based,Secondary
PO-00368,Delta_Logistics,2023-04-15,2023-04-28,Electronics,Delivered,1172,32.93,29.28,,No,29.28,34316.16,2023,334111,0.112,False,False,3.8434099200000005,Spend-based,Secondary
PO-00369,Alpha_Inc,2023-09-29,,Packaging,Delivered,1732,82.5,71.71,24.0,Yes,71.71,124201.71999999999,2023,322211,0.49,False,False,60.85884279999999,Spend-based,Secondary
PO-00370,Gamma_Co,2023-07-31,2023-08-07,Raw Materials,Delivered,865,81.54,71.59,39.0,Yes,71.59,61925.350000000006,2023,325199,1.51,False,False,93.50727850000001,Spend-based,Secondary
PO-00371,Beta_Supplies,2022-04-13,2022-04-20,Raw Materials,Delivered,257,68.72,66.92,22.0,Yes,66.92,17198.44,2022,325199,1.51,False,False,25.969644399999996,Spend-based,Secondary
PO-00372,Epsilon_Group,2022-03-17,2022-03-26,Packaging,Delivered,1204,73.18,67.59,31.0,Yes,67.59,81378.36,2022,322211,0.49,False,False,39.8753964,Spend-based,Secondary
PO-00373,Beta_Supplies,2023-07-05,2023-07-09,Electronics,Partially Delivered,453,64.14,60.18,51.0,Yes,60.18,27261.54,2023,334111,0.112,False,False,3.05329248,Spend-based,Secondary
PO-00374,Epsilon_Group,2022-08-07,2022-08-21,Electronics,Delivered,201,33.81,32.54,3.0,Yes,32.54,6540.54,2022,334111,0.112,False,False,0.73254048,Spend-based,Secondary
PO-00375,Delta_Logistics,2023-06-03,2023-06-16,Office Supplies,Delivered,103,44.61,42.88,10.0,Yes,42.88,4416.64,2023,453210,0.163,False,False,0.7199123200000002,Spend-based,Secondary
PO-00376,Epsilon_Group,2022-09-29,2022-10-07,Office Supplies,Delivered,1193,27.4,27.09,,Yes,27.09,32318.37,2022,453210,0.163,False,False,5.26789431,Spend-based,Secondary
PO-00377,Gamma_Co,2022-05-16,2022-05-28,Office Supplies,Partially Delivered,1746,93.6,89.81,85.0,Yes,89.81,156808.26,2022,453210,0.163,False,False,25.559746380000004,Spend-based,Secondary
PO-00378,Delta_Logistics,2022-12-24,2022-12-26,Electronics,Delivered,1993,65.94,59.36,,Yes,59.36,118304.48,2022,334111,0.112,False,False,13.25010176,Spend-based,Secondary
PO-00379,Beta_Supplies,2022-03-12,2022-03-27,Raw Materials,Delivered,677,46.54,43.11,,No,43.11,29185.47,2022,325199,1.51,False,False,44.07005970000001,Spend-based,Secondary
PO-00381,Epsilon_Group,2023-01-14,2023-02-02,Packaging,Delivered,1698,100.97,98.73,52.0,Yes,98.73,167643.54,2023,322211,0.49,False,False,82.1453346,Spend-based,Secondary
PO-00382,Gamma_Co,2022-10-19,2022-11-01,Office Supplies,Delivered,1493,24.87,22.89,56.0,Yes,22.89,34174.770000000004,2022,453210,0.163,False,False,5.57048751,Spend-based,Secondary
PO-00383,Alpha_Inc,2022-06-11,2022-06-25,Packaging,Delivered,1495,64.33,58.18,26.0,Yes,58.18,86979.1,2022,322211,0.49,False,False,42.619759,Spend-based,Secondary
PO-00386,Beta_Supplies,2023-12-22,2024-01-11,Packaging,Delivered,303,12.97,11.42,,No,11.42,3460.2599999999998,2023,322211,0.49,False,False,1.6955274,Spend-based,Secondary
PO-00387,Alpha_Inc,2022-11-06,2022-11-18,Office Supplies,Delivered,1300,92.92,90.63,,Yes,90.63,117819.0,2022,453210,0.163,False,False,19.204497,Spend-based,Secondary
PO-00388,Gamma_Co,2023-09-19,2023-09-23,Raw Materials,Delivered,1185,103.28,99.05,,Yes,99.05,117374.25,2023,325199,1.51,False,False,177.2351175,Spend-based,Secondary
PO-00389,Epsilon_Group,2023-11-01,2023-11-20,Raw Materials,Delivered,559,67.56,57.98,15.0,Yes,57.98,32410.82,2023,325199,1.51,False,False,48.9403382,Spend-based,Secondary
PO-00391,Epsilon_Group,2022-01-09,2022-01-19,Packaging,Delivered,148,93.02,85.96,4.0,Yes,85.96,12722.08,2022,322211,0.49,False,False,6.2338192,Spend-based,Secondary
PO-00392,Delta_Logistics,2023-11-15,2023-11-23,Office Supplies,Delivered,202,81.75,78.26,37.0,No,78.26,15808.52,2023,453210,0.163,False,False,2.5767887600000003,Spend-based,Secondary
PO-00393,Gamma_Co,2023-07-22,2023-07-28,Packaging,Delivered,1934,25.86,25.6,78.0,Yes,25.6,49510.4,2023,322211,0.49,False,False,24.260096,Spend-based,Secondary
PO-00394,Alpha_Inc,2022-11-03,2022-11-07,Office Supplies,Delivered,963,64.96,64.07,20.0,Yes,64.07,61699.409999999996,2022,453210,0.163,False,False,10.05700383,Spend-based,Secondary
PO-00395,Gamma_Co,2023-11-11,2023-11-18,MRO,Delivered,1969,71.71,61.96,,Yes,61.96,121999.24,2023,333999,0.26,False,False,31.719802400000003,Spend-based,Secondary
PO-00396,Delta_Logistics,2022-04-17,,Electronics,Delivered,927,48.89,46.05,138.0,Yes,46.05,42688.35,2022,334111,0.112,False,False,4.781095199999999,Spend-based,Secondary
PO-00398,Beta_Supplies,2022-09-28,2022-10-03,Electronics,Delivered,1779,97.86,94.36,176.0,Yes,94.36,167866.44,2022,334111,0.112,False,False,18.80104128,Spend-based,Secondary
PO-00400,Epsilon_Group,2022-04-20,2022-04-23,Electronics,Delivered,1236,51.33,44.03,25.0,Yes,44.03,54421.08,2022,334111,0.112,False,False,6.09516096,Spend-based,Secondary
PO-00401,Delta_Logistics,2023-07-21,2023-08-06,Electronics,Delivered,1793,22.01,21.78,285.0,Yes,21.78,39051.54,2023,334111,0.112,False,False,4.37377248,Spend-based,Secondary
PO-00402,Delta_Logistics,2022-06-09,2022-06-28,MRO,Delivered,1006,101.1,89.04,139.0,Yes,89.04,89574.24,2022,333999,0.26,False,False,23.2893024,Spend-based,Secondary
PO-00404,Epsilon_Group,2022-10-16,2022-11-04,Electronics,Delivered,210,22.17,21.32,10.0,Yes,21.32,4477.2,2022,334111,0.112,False,False,0.5014464,Spend-based,Secondary
PO-00405,Delta_Logistics,2023-09-12,2023-10-02,MRO,Delivered,1653,102.16,91.91,217.0,Yes,91.91,151927.22999999998,2023,333999,0.26,False,False,39.5010798,Spend-based,Secondary
PO-00406,Alpha_Inc,2022-08-04,2022-08-15,MRO,Partially Delivered,850,91.38,88.41,24.0,Yes,88.41,75148.5,2022,333999,0.26,False,False,19.538610000000002,Spend-based,Secondary
PO-00407,Epsilon_Group,2022-12-18,2022-12-21,Raw Materials,Delivered,447,59.81,57.92,13.0,Yes,57.92,25890.24,2022,325199,1.51,False,False,39.0942624,Spend-based,Secondary
PO-00408,Gamma_Co,2022-07-28,2022-08-07,Office Supplies,Delivered,1350,65.11,56.95,71.0,Yes,56.95,76882.5,2022,453210,0.163,False,False,12.5318475,Spend-based,Secondary
PO-00409,Beta_Supplies,2023-12-05,2023-12-24,Office Supplies,Delivered,865,51.19,47.76,83.0,Yes,47.76,41312.4,2023,453210,0.163,False,False,6.733921200000001,Spend-based,Secondary
PO-00410,Alpha_Inc,2023-10-12,2023-10-29,MRO,Delivered,1989,16.5,15.89,57.0,Yes,15.89,31605.210000000003,2023,333999,0.26,False,False,8.2173546,Spend-based,Secondary
PO-00411,Alpha_Inc,2022-09-28,2022-10-13,Office Supplies,Delivered,1577,41.77,39.58,32.0,Yes,39.58,62417.659999999996,2022,453210,0.163,False,False,10.17407858,Spend-based,Secondary
PO-00413,Beta_Supplies,2023-05-16,2023-05-26,Packaging,Partially Delivered,1465,11.25,9.61,151.0,Yes,9.61,14078.65,2023,322211,0.49,False,False,6.8985385,Spend-based,Secondary
PO-00415,Beta_Supplies,2022-02-22,2022-03-11,Raw Materials,Delivered,1268,46.06,45.26,123.0,Yes,45.26,57389.68,2022,325199,1.51,False,False,86.65841680000001,Spend-based,Secondary
PO-00416,Delta_Logistics,2022-04-05,2022-04-24,Office Supplies,Delivered,450,59.24,55.03,68.0,No,55.03,24763.5,2022,453210,0.163,False,False,4.0364505,Spend-based,Secondary
PO-00417,Gamma_Co,2023-10-12,2023-10-14,Electronics,Partially Delivered,689,102.53,95.23,38.0,Yes,95.23,65613.47,2023,334111,0.112,False,False,7.34870864,Spend-based,Secondary
PO-00418,Gamma_Co,2023-03-10,2023-03-29,MRO,Delivered,1106,44.05,38.6,51.0,Yes,38.6,42691.6,2023,333999,0.26,False,False,11.099816,Spend-based,Secondary
PO-00419,Alpha_Inc,2022-10-11,2022-10-22,Office Supplies,Delivered,737,43.08,42.58,21.0,Yes,42.58,31381.46,2022,453210,0.163,False,False,5.11517798,Spend-based,Secondary
PO-00420,Alpha_Inc,2022-02-15,2022-03-04,Raw Materials,Delivered,509,76.76,74.72,7.0,No,74.72,38032.479999999996,2022,325199,1.51,False,False,57.42904479999999,Spend-based,Secondary
PO-00421,Alpha_Inc,2022-01-04,2022-01-06,Electronics,Delivered,1004,50.7,46.59,27.0,Yes,46.59,46776.36,2022,334111,0.112,False,False,5.23895232,Spend-based,Secondary
PO-00423,Delta_Logistics,2022-05-14,,Electronics,Delivered,519,51.73,47.52,81.0,No,47.52,24662.88,2022,334111,0.112,False,False,2.7622425600000002,Spend-based,Secondary
PO-00424,Gamma_Co,2023-10-15,2023-10-21,MRO,Partially Delivered,1448,25.06,21.62,84.0,Yes,21.62,31305.760000000002,2023,333999,0.26,False,False,8.1394976,Spend-based,Secondary
PO-00425,Gamma_Co,2022-09-26,2022-10-11,Packaging,Delivered,1095,26.91,23.75,53.0,Yes,23.75,26006.25,2022,322211,0.49,False,False,12.7430625,Spend-based,Secondary
PO-00426,Alpha_Inc,2022-06-15,,MRO,Delivered,799,56.22,49.51,18.0,Yes,49.51,39558.49,2022,333999,0.26,False,False,10.285207399999999,Spend-based,Secondary
PO-00427,Beta_Supplies,2023-03-29,2023-04-18,MRO,Partially Delivered,1743,51.04,47.15,160.0,Yes,47.15,82182.45,2023,333999,0.26,False,False,21.367437000000002,Spend-based,Secondary
PO-00428,Alpha_Inc,2023-07-19,2023-07-31,Raw Materials,Delivered,87,100.65,85.56,1.0,Yes,85.56,7443.72,2023,325199,1.51,False,False,11.2400172,Spend-based,Secondary
PO-00429,Beta_Supplies,2023-12-24,,Raw Materials,Delivered,279,47.52,46.5,28.0,No,46.5,12973.5,2023,325199,1.51,False,False,19.589985000000002,Spend-based,Secondary
PO-00430,Delta_Logistics,2023-03-14,2023-03-25,Raw Materials,Delivered,1438,66.61,58.5,237.0,Yes,58.5,84123.0,2023,325199,1.51,False,False,127.02573,Spend-based,Secondary
PO-00431,Delta_Logistics,2023-07-29,2023-07-31,Office Supplies,Partially Delivered,612,72.93,63.32,99.0,Yes,63.32,38751.840000000004,2023,453210,0.163,False,False,6.316549920000002,Spend-based,Secondary
PO-00433,Epsilon_Group,2022-04-25,2022-04-29,Packaging,Partially Delivered,1849,70.76,69.25,51.0,Yes,69.25,128043.25,2022,322211,0.49,False,False,62.7411925,Spend-based,Secondary
PO-00434,Epsilon_Group,2022-03-19,2022-04-01,MRO,Partially Delivered,1356,26.28,25.44,47.0,Yes,25.44,34496.64,2022,333999,0.26,False,False,8.9691264,Spend-based,Secondary
PO-00435,Delta_Logistics,2023-12-09,2023-12-29,Raw Materials,Delivered,76,107.59,96.33,10.0,Yes,96.33,7321.08,2023,325199,1.51,False,False,11.0548308,Spend-based,Secondary
PO-00436,Alpha_Inc,2022-06-02,2022-06-13,Packaging,Partially Delivered,275,23.96,20.44,,Yes,20.44,5621.0,2022,322211,0.49,False,False,2.75429,Spend-based,Secondary
PO-00437,Alpha_Inc,2023-07-13,2023-07-18,Packaging,Delivered,1350,51.57,48.07,,Yes,48.07,64894.5,2023,322211,0.49,False,False,31.798305,Spend-based,Secondary
PO-00438,Alpha_Inc,2022-02-06,,MRO,Delivered,847,17.77,17.39,,Yes,17.39,14729.33,2022,333999,0.26,False,False,3.8296258,Spend-based,Secondary
PO-00439,Gamma_Co,2023-01-14,2023-01-27,MRO,Delivered,1682,105.7,101.3,94.0,Yes,101.3,170386.6,2023,333999,0.26,False,False,44.300516,Spend-based,Secondary
PO-00440,Epsilon_Group,2023-08-20,2023-08-23,Electronics,Delivered,333,60.44,58.54,8.0,Yes,58.54,19493.82,2023,334111,0.112,False,False,2.18330784,Spend-based,Secondary
PO-00442,Epsilon_Group,2022-06-01,2022-06-12,MRO,Partially Delivered,1009,16.44,16.18,,Yes,16.18,16325.619999999999,2022,333999,0.26,False,False,4.2446611999999995,Spend-based,Secondary
PO-00444,Gamma_Co,2022-05-11,2022-05-25,Packaging,Partially Delivered,502,29.47,28.94,27.0,Yes,28.94,14527.880000000001,2022,322211,0.49,False,False,7.1186612,Spend-based,Secondary
PO-00445,Delta_Logistics,2022-02-12,2022-02-13,MRO,Delivered,1069,91.28,82.64,,Yes,82.64,88342.16,2022,333999,0.26,False,False,22.968961600000004,Spend-based,Secondary
PO-00448,Delta_Logistics,2022-02-10,2022-02-26,Packaging,Partially Delivered,708,13.36,11.61,,No,11.61,8219.88,2022,322211,0.49,False,False,4.0277411999999995,Spend-based,Secondary
PO-00449,Delta_Logistics,2023-01-02,2023-01-07,Packaging,Delivered,1589,55.64,48.52,,Yes,48.52,77098.28,2023,322211,0.49,False,False,37.7781572,Spend-based,Secondary
PO-00450,Alpha_Inc,2022-08-04,2022-08-14,Office Supplies,Delivered,596,62.96,61.88,9.0,Yes,61.88,36880.48,2022,453210,0.163,False,False,6.01151824,Spend-based,Secondary
PO-00451,Epsilon_Group,2023-11-30,2023-12-04,Office Supplies,Delivered,1265,17.66,16.97,34.0,Yes,16.97,21467.05,2023,453210,0.163,False,False,3.4991291500000004,Spend-based,Secondary
PO-00452,Beta_Supplies,2022-09-13,2022-10-01,Raw Materials,Delivered,1122,82.99,81.7,118.0,No,81.7,91667.40000000001,2022,325199,1.51,False,False,138.417774,Spend-based,Secondary
PO-00453,Epsilon_Group,2023-11-14,2023-12-01,Office Supplies,Delivered,1585,56.38,53.05,,Yes,53.05,84084.25,2023,453210,0.163,False,False,13.705732750000001,Spend-based,Secondary
PO-00454,Epsilon_Group,2022-04-16,2022-04-27,Electronics,Delivered,66,58.05,50.76,,Yes,50.76,3350.16,2022,334111,0.112,False,False,0.37521792,Spend-based,Secondary
PO-00455,Beta_Supplies,2022-12-29,2023-01-18,MRO,Delivered,1245,52.4,51.65,118.0,No,51.65,64304.25,2022,333999,0.26,False,False,16.719105,Spend-based,Secondary
PO-00456,Delta_Logistics,2023-07-28,2023-08-10,Electronics,Delivered,1293,50.21,47.55,,No,47.55,61482.149999999994,2023,334111,0.112,False,False,6.8860008,Spend-based,Secondary
PO-00457,Beta_Supplies,2023-02-21,2023-02-27,Packaging,Delivered,207,64.29,63.01,25.0,Yes,63.01,13043.07,2023,322211,0.49,False,False,6.3911043,Spend-based,Secondary
PO-00458,Beta_Supplies,2023-09-28,2023-10-18,Office Supplies,Delivered,526,26.37,25.32,47.0,Yes,25.32,13318.32,2023,453210,0.163,False,False,2.1708861600000002,Spend-based,Secondary
PO-00459,Gamma_Co,2022-06-08,2022-06-14,Electronics,Delivered,1119,27.03,23.82,,Yes,23.82,26654.58,2022,334111,0.112,False,False,2.9853129600000003,Spend-based,Secondary
PO-00460,Gamma_Co,2022-08-31,2022-09-02,Packaging,Delivered,1446,90.63,84.51,77.0,Yes,84.51,122201.46,2022,322211,0.49,False,False,59.878715400000004,Spend-based,Secondary
PO-00461,Gamma_Co,2022-06-16,2022-06-24,Office Supplies,Delivered,567,97.53,85.29,21.0,Yes,85.29,48359.43,2022,453210,0.163,False,False,7.88258709,Spend-based,Secondary
PO-00462,Delta_Logistics,2022-07-01,,MRO,Delivered,148,44.91,40.1,,No,40.1,5934.8,2022,333999,0.26,False,False,1.543048,Spend-based,Secondary
PO-00465,Beta_Supplies,2022-07-03,2022-07-19,MRO,Delivered,1110,48.19,45.88,112.0,Yes,45.88,50926.8,2022,333999,0.26,False,False,13.240968,Spend-based,Secondary
PO-00466,Delta_Logistics,2022-12-07,,Raw Materials,Delivered,329,12.96,12.74,48.0,Yes,12.74,4191.46,2022,325199,1.51,False,False,6.3291046,Spend-based,Secondary
PO-00468,Delta_Logistics,2023-11-17,,Raw Materials,Delivered,546,82.63,74.77,76.0,No,74.77,40824.42,2023,325199,1.51,False,False,61.6448742,Spend-based,Secondary
PO-00469,Gamma_Co,2022-09-12,2022-09-22,Office Supplies,Partially Delivered,351,72.08,71.3,20.0,Yes,71.3,25026.3,2022,453210,0.163,False,False,4.0792869000000005,Spend-based,Secondary
PO-00470,Delta_Logistics,2022-10-01,2022-10-18,Raw Materials,Partially Delivered,230,13.0,12.81,,No,12.81,2946.3,2022,325199,1.51,False,False,4.448913,Spend-based,Secondary
PO-00471,Alpha_Inc,2022-06-13,2022-06-19,MRO,Delivered,656,30.73,26.26,17.0,Yes,26.26,17226.56,2022,333999,0.26,False,False,4.4789056,Spend-based,Secondary
PO-00472,Gamma_Co,2023-12-20,2024-01-09,MRO,Delivered,1172,34.34,32.09,69.0,Yes,32.09,37609.48,2023,333999,0.26,False,False,9.778464800000002,Spend-based,Secondary
PO-00473,Gamma_Co,2022-04-21,2022-04-30,Electronics,Delivered,749,71.53,70.02,41.0,Yes,70.02,52444.979999999996,2022,334111,0.112,False,False,5.87383776,Spend-based,Secondary
PO-00474,Beta_Supplies,2023-01-27,2023-02-12,Packaging,Delivered,1042,12.48,12.3,88.0,Yes,12.3,12816.6,2023,322211,0.49,False,False,6.280134,Spend-based,Secondary
PO-00475,Delta_Logistics,2022-02-09,2022-02-27,Raw Materials,Delivered,1189,19.47,17.15,,No,17.15,20391.35,2022,325199,1.51,False,False,30.790938499999996,Spend-based,Secondary
PO-00476,Epsilon_Group,2023-04-27,,Office Supplies,Delivered,240,88.14,81.9,4.0,Yes,81.9,19656.0,2023,453210,0.163,False,False,3.2039280000000003,Spend-based,Secondary
PO-00477,Epsilon_Group,2022-08-16,2022-09-02,MRO,Delivered,302,26.98,26.47,9.0,Yes,26.47,7993.94,2022,333999,0.26,False,False,2.0784244,Spend-based,Secondary
PO-00479,Delta_Logistics,2023-04-17,2023-04-23,Office Supplies,Delivered,977,33.79,32.25,137.0,Yes,32.25,31508.25,2023,453210,0.163,False,False,5.13584475,Spend-based,Secondary
PO-00480,Alpha_Inc,2022-12-25,2023-01-11,Packaging,Delivered,1234,19.99,17.66,25.0,Yes,17.66,21792.44,2022,322211,0.49,False,False,10.6782956,Spend-based,Secondary
PO-00481,Beta_Supplies,2022-11-09,2022-11-23,Office Supplies,Delivered,1329,33.48,33.06,146.0,Yes,33.06,43936.740000000005,2022,453210,0.163,False,False,7.1616886200000005,Spend-based,Secondary
PO-00482,Gamma_Co,2022-08-22,2022-08-30,Raw Materials,Delivered,1396,77.63,67.81,58.0,Yes,67.81,94662.76000000001,2022,325199,1.51,False,False,142.94076760000002,Spend-based,Secondary
PO-00483,Alpha_Inc,2022-08-17,2022-08-29,Raw Materials,Delivered,177,90.06,87.71,7.0,Yes,87.71,15524.669999999998,2022,325199,1.51,False,False,23.442251699999996,Spend-based,Secondary
PO-00484,Delta_Logistics,2022-01-25,,Electronics,Delivered,67,84.72,73.06,9.0,Yes,73.06,4895.02,2022,334111,0.112,False,False,0.54824224,Spend-based,Secondary
PO-00485,Gamma_Co,2023-11-07,2023-11-20,Office Supplies,Delivered,1866,50.78,48.2,96.0,Yes,48.2,89941.20000000001,2023,453210,0.163,False,False,14.660415600000002,Spend-based,Secondary
PO-00486,Epsilon_Group,2022-07-17,2022-07-25,MRO,Delivered,1808,72.23,67.86,53.0,Yes,67.86,122690.88,2022,333999,0.26,False,False,31.899628800000002,Spend-based,Secondary
PO-00489,Delta_Logistics,2022-10-13,2022-10-17,Office Supplies,Delivered,1396,94.75,84.06,210.0,Yes,84.06,117347.76000000001,2022,453210,0.163,False,False,19.12768488,Spend-based,Secondary
PO-00490,Gamma_Co,2022-03-13,2022-03-24,MRO,Delivered,1945,11.28,9.98,94.0,Yes,9.98,19411.100000000002,2022,333999,0.26,False,False,5.046886000000001,Spend-based,Secondary
PO-00491,Delta_Logistics,2022-10-13,2022-10-18,Packaging,Delivered,735,18.49,15.89,113.0,No,15.89,11679.15,2022,322211,0.49,False,False,5.722783499999999,Spend-based,Secondary
PO-00495,Gamma_Co,2023-02-14,2023-02-15,Raw Materials,Delivered,903,66.53,60.15,29.0,Yes,60.15,54315.45,2023,325199,1.51,False,False,82.0163295,Spend-based,Secondary
PO-00497,Beta_Supplies,2023-07-04,2023-07-11,MRO,Delivered,1011,98.47,97.06,91.0,Yes,97.06,98127.66,2023,333999,0.26,False,False,25.513191600000003,Spend-based,Secondary
PO-00498,Delta_Logistics,2022-12-06,2022-12-24,Electronics,Delivered,1712,88.17,85.86,246.0,Yes,85.86,146992.32,2022,334111,0.112,False,False,16.46313984,Spend-based,Secondary
PO-00499,Gamma_Co,2022-01-29,,Office Supplies,Delivered,204,40.76,37.46,10.0,Yes,37.46,7641.84,2022,453210,0.163,False,False,1.24561992,Spend-based,Secondary
PO-00500,Beta_Supplies,2022-04-29,2022-05-13,Electronics,Partially Delivered,539,33.85,30.57,34.0,No,30.57,16477.23,2022,334111,0.112,False,False,1.84544976,Spend-based,Secondary
PO-00501,Delta_Logistics,2022-09-25,2022-10-05,Office Supplies,Delivered,1459,45.94,42.56,212.0,No,42.56,62095.04,2022,453210,0.163,False,False,10.121491520000001,Spend-based,Secondary
PO-00502,Gamma_Co,2022-07-02,2022-07-06,MRO,Delivered,834,65.02,56.19,,Yes,56.19,46862.46,2022,333999,0.26,False,False,12.184239600000002,Spend-based,Secondary
PO-00503,Gamma_Co,2023-08-18,2023-09-01,Packaging,Partially Delivered,1177,37.37,34.27,60.0,Yes,34.27,40335.79,2023,322211,0.49,False,False,19.764537100000002,Spend-based,Secondary
PO-00504,Delta_Logistics,2022-09-29,2022-10-19,MRO,Delivered,1466,68.82,66.82,211.0,Yes,66.82,97958.12,2022,333999,0.26,False,False,25.4691112,Spend-based,Secondary
PO-00505,Epsilon_Group,2022-02-09,2022-02-13,Electronics,Delivered,1884,47.08,44.31,54.0,Yes,44.31,83480.04000000001,2022,334111,0.112,False,False,9.349764480000001,Spend-based,Secondary
PO-00506,Beta_Supplies,2022-04-22,2022-05-08,Electronics,Delivered,295,60.58,57.32,31.0,Yes,57.32,16909.4,2022,334111,0.112,False,False,1.8938528000000001,Spend-based,Secondary
PO-00507,Gamma_Co,2023-09-03,2023-09-04,Raw Materials,Delivered,1249,54.18,47.29,59.0,Yes,47.29,59065.21,2023,325199,1.51,False,False,89.1884671,Spend-based,Secondary
PO-00508,Delta_Logistics,2023-03-21,2023-04-09,Raw Materials,Delivered,1112,39.06,33.6,184.0,No,33.6,37363.200000000004,2023,325199,1.51,False,False,56.41843200000001,Spend-based,Secondary
PO-00509,Gamma_Co,2022-12-20,2022-12-25,Office Supplies,Delivered,1550,100.61,97.43,66.0,Yes,97.43,151016.5,2022,453210,0.163,False,False,24.615689500000002,Spend-based,Secondary
PO-00510,Delta_Logistics,2022-11-18,2022-11-19,Electronics,Delivered,1755,82.66,73.67,258.0,No,73.67,129290.85,2022,334111,0.112,False,False,14.4805752,Spend-based,Secondary
PO-00511,Gamma_Co,2023-03-23,2023-03-31,Raw Materials,Delivered,808,24.19,21.64,39.0,Yes,21.64,17485.12,2023,325199,1.51,False,False,26.4025312,Spend-based,Secondary
